Id_hecho,Cantidad_victimas,Fecha,Año,Mes,Dia,Hora,Franja_horaria,Tipo_calle,Calle,Cruce,Direccion_normalizada,Comuna,Pos_x,Pos_y,Acusado,Rol,Victima,Sexo,Edad,Nro_dia_semana,Dia_semana,Fin_semana,Rango_horario
2018-0008,1,2018-01-12,2018,1,12,17:50:00,17,AVENIDA,"HUERGO, ING. AV.",SI,"HUERGO, ING. AV. e INDEPENDENCIA AV.",1,-58.36659655,-34.61687778,CARGAS,CONDUCTOR,MOTO,FEMENINO,32,5,Viernes,NO,15-17.59
2018-0009,1,2018-01-14,2018,1,14,02:00:00,2,AVENIDA,PILCOMAYO,SI,"PILCOMAYO y BROWN, ALTE. AV.",4,-58.36737389,-34.62763661,MOTO,CONDUCTOR,MOTO,MASCULINO,19,7,Domingo,SI,0-2.59
2018-0010,1,2018-01-18,2018,1,18,05:10:00,5,CALLE,CERVANTES,SI,"CERVANTES y BELAUSTEGUI, LUIS, DR.",10,-58.49807953,-34.63038658,CARGAS,CONDUCTOR,MOTO,MASCULINO,40,4,Jueves,NO,3-5.59
2018-0011,1,2018-01-19,2018,1,19,10:30:00,10,AVENIDA,CALLAO AV.,SI,"CALLAO AV. y LOPEZ, VICENTE",2,-58.39092703,-34.59088447,PASAJEROS,PEATON,PEATON,MASCULINO,84,5,Viernes,NO,9-11.59
2018-0012,1,2018-01-26,2018,1,26,13:30:00,13,CALLE,OLIDEN,SI,"OLIDEN y CHILAVERT, MARTINIANO, CORONEL",8,-58.46912006,-34.68049201,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,20,5,Viernes,NO,12-14.59
2018-0013,1,2018-01-28,2018,1,28,08:15:00,8,AVENIDA,CONGRESO AV.,SI,CONGRESO AV. y GALVAN,12,-58.48661286,-34.56786129,AUTO,CONDUCTOR,MOTO,MASCULINO,44,7,Domingo,SI,6-8.59
2018-0014,1,2018-01-31,2018,1,31,20:00:00,20,AVENIDA,"MORENO, PERITO AV.",SI,"MORENO, PERITO AV. y RIVERA INDARTE AV.",7,-58.44074927,-34.65080597,MOTO,PEATON,PEATON,MASCULINO,30,3,Miércoles,NO,18-21.59
2018-0015,2,2018-02-06,2018,2,6,01:00:00,1,AVENIDA,AUSTRALIA AV.,NO,AUSTRALIA AV. 2800,4,-58.38636298,-34.64684275,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,28,2,Martes,NO,0-2.59
2018-0015,2,2018-02-06,2018,2,6,01:00:00,1,AVENIDA,AUSTRALIA AV.,NO,AUSTRALIA AV. 2800,4,-58.38636298,-34.64684275,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,19,2,Martes,NO,0-2.59
2018-0016,1,2018-02-15,2018,2,15,10:15:00,10,AVENIDA,DEL LIBERTADOR AV.,SI,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,CARGAS,CONDUCTOR,MOTO,MASCULINO,31,4,Jueves,NO,9-11.59
2018-0017,1,2018-02-17,2018,2,17,04:15:00,4,AVENIDA,SAN PEDRITO AV.,SI,SAN PEDRITO AV. y RIVADAVIA AV.,7,-58.46963952,-34.63070603,AUTO,PEATON,PEATON,MASCULINO,35,6,Sábado,SI,3-5.59
2018-0018,1,2018-02-17,2018,2,17,07:15:00,7,CALLE,ISABEL LA CATOLICA,SI,"ISABEL LA CATOLICA y SALVADORES, CNEL.",4,-58.37207554,-34.64543658,CARGAS,CONDUCTOR,MOTO,MASCULINO,26,6,Sábado,SI,6-8.59
2018-0019,1,2018-02-17,2018,2,17,12:30:00,12,AVENIDA,LAS HERAS GENERAL AV.,SI,LAS HERAS GENERAL AV. y CALLAO AV.,2,-58.39189441,-34.59176378,PASAJEROS,PEATON,PEATON,FEMENINO,80,6,Sábado,SI,12-14.59
2018-0020,1,2018-02-19,2018,2,19,22:00:00,22,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,NO,"FERNANDEZ DE LA CRUZ F., GRAL. AV. y AUTOPISTA PRESIDENTE HECTOR J. CAMPORA",8,-58.45012957,-34.66518343,CARGAS,CONDUCTOR,MOTO,MASCULINO,26,1,Lunes,NO,22-23.59
2018-0021,1,2018-02-22,2018,2,22,10:45:00,10,AVENIDA,"ALCORTA, AMANCIO AV.",SI,"ALCORTA, AMANCIO AV. y ZAVALETA",4,-58.40184094,-34.64546845,PASAJEROS,PEATON,PEATON,FEMENINO,62,4,Jueves,NO,9-11.59
2018-0022,1,2018-02-24,2018,2,24,00:00:00,0,AVENIDA,"MONTES DE OCA, MANUEL AV.",SI,"MONTES DE OCA, MANUEL AV. y OLAVARRIA",4,-58.37441153,-34.63966783,CARGAS,CONDUCTOR,MOTO,MASCULINO,28,6,Sábado,SI,0-2.59
2018-0023,1,2018-02-24,2018,2,24,06:00:00,6,CALLE,BARCO CENTENERA DEL,SI,BARCO CENTENERA DEL y ROSARIO,6,-58.44110156,-34.62082399,AUTO,CONDUCTOR,MOTO,MASCULINO,28,6,Sábado,SI,6-8.59
2018-0024,1,2018-02-28,2018,2,28,23:00:00,23,AVENIDA,ALVAREZ THOMAS AV.,SI,ALVAREZ THOMAS AV. y DONADO,15,-58.47087351,-34.57827342,CARGAS,PEATON,PEATON,MASCULINO,70,3,Miércoles,NO,22-23.59
2018-0025,1,2018-03-04,2018,3,4,22:30:00,22,AVENIDA,AVELLANEDA AV.,SI,AVELLANEDA AV. y BOYACA AV.,7,-58.45962210,-34.62245140,AUTO,PEATON,PEATON,MASCULINO,70,7,Domingo,SI,22-23.59
2018-0026,2,2018-03-09,2018,3,9,04:45:00,4,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",SI,"RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",4,-58.41657793,-34.65476216,CARGAS,CONDUCTOR,MOVIL,MASCULINO,24,5,Viernes,NO,3-5.59
2018-0026,2,2018-03-09,2018,3,9,04:45:00,4,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",SI,"RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",4,-58.41657793,-34.65476216,CARGAS,PASAJERO_ACOMPAÑANTE,MOVIL,MASCULINO,30,5,Viernes,NO,3-5.59
2018-0027,1,2018-03-11,2018,3,11,23:00:00,23,CALLE,CASTRO,SI,CASTRO y RONDEAU,5,-58.41911301,-34.63722107,MOTO,PEATON,PEATON,FEMENINO,74,7,Domingo,SI,22-23.59
2018-0028,1,2018-03-13,2018,3,13,15:45:00,15,AVENIDA,"BILBAO, FRANCISCO AV.",SI,"BILBAO, FRANCISCO AV. y AZUL",9,-58.47120586,-34.64251042,CARGAS,PEATON,PEATON,MASCULINO,71,2,Martes,NO,15-17.59
2018-0029,1,2018-03-15,2018,3,15,18:00:00,18,AVENIDA,NAZCA AV.,SI,NAZCA AV. y GAONA AV.,11,-58.47418944,-34.62049672,AUTO,CONDUCTOR,MOTO,MASCULINO,26,4,Jueves,NO,18-21.59
2018-0030,1,2018-03-20,2018,3,20,01:30:00,1,AVENIDA,PLAZA,SI,PLAZA y ALVAREZ THOMAS AV.,15,-58.46720441,-34.57905579,MOTO,CONDUCTOR,MOTO,MASCULINO,24,2,Martes,NO,0-2.59
2018-0031,1,2018-03-28,2018,3,28,10:15:00,10,AVENIDA,GAONA AV.,SI,"GAONA AV. y ARTIGAS, JOSE GERVASIO, GRAL.",11,-58.46909362,-34.61779710,CARGAS,CONDUCTOR,MOTO,MASCULINO,31,3,Miércoles,NO,9-11.59
2018-0032,1,2018-04-02,2018,4,2,13:00:00,13,AVENIDA,CABILDO AV.,SI,CABILDO AV. y AGUILAR,13,-58.44704343,-34.56888640,PASAJEROS,PEATON,PEATON,MASCULINO,70,1,Lunes,NO,12-14.59
2018-0033,1,2018-04-07,2018,4,7,07:30:00,7,AVENIDA,CAMARONES,SI,CAMARONES y LOPE DE VEGA AV.,10,-58.50535541,-34.62902048,CARGAS,CONDUCTOR,MOTO,FEMENINO,42,6,Sábado,SI,6-8.59
2018-0034,1,2018-04-11,2018,4,11,18:15:00,18,AVENIDA,SANTA FE AV.,NO,SANTA FE AV. 2320,2,-58.40021675,-34.59522198,PASAJEROS,PEATON,PEATON,MASCULINO,24,3,Miércoles,NO,18-21.59
2018-0035,1,2018-04-12,2018,4,12,16:45:00,16,AVENIDA,RIVADAVIA AV.,NO,RIVADAVIA AV. 6950,7,-58.46325991,-34.62919627,PASAJEROS,PEATON,PEATON,FEMENINO,39,4,Jueves,NO,15-17.59
2018-0036,1,2018-04-13,2018,4,13,23:15:00,23,AVENIDA,SAN MARTIN AV.,SI,SAN MARTIN AV. y ARGERICH,15,-58.49471482,-34.59694755,AUTO,CONDUCTOR,MOTO,MASCULINO,37,5,Viernes,NO,22-23.59
2018-0037,1,2018-04-18,2018,4,18,18:45:00,18,AVENIDA,CORDOBA AV.,SI,"CORDOBA AV. y URIBURU JOSE E., PRES.",2,-58.39872610,-34.59975962,CARGAS,PEATON,PEATON,MASCULINO,84,3,Miércoles,NO,18-21.59
2018-0038,2,2018-04-20,2018,4,20,17:10:00,17,AVENIDA,RIVADAVIA AV.,NO,RIVADAVIA AV. 1571,1,-58.38872177,-34.60885045,AUTO,PEATON,PEATON,FEMENINO,59,5,Viernes,NO,15-17.59
2018-0038,2,2018-04-20,2018,4,20,17:10:00,17,AVENIDA,RIVADAVIA AV.,NO,RIVADAVIA AV. 1571,1,-58.38872177,-34.60885045,AUTO,PEATON,PEATON,MASCULINO,61,5,Viernes,NO,15-17.59
2018-0039,1,2018-04-21,2018,4,21,22:15:00,22,AUTOPISTA,"LUGONES, LEOPOLDO AV.",NO,AUTOPISTA LUGONES KM 4.7,14,0,0,AUTO,PEATON,PEATON,MASCULINO,37,6,Sábado,SI,22-23.59
2018-0040,1,2018-04-27,2018,4,27,11:00:00,11,CALLE,"FREIRE, RAMON, CAP. GRAL.",SI,"FREIRE, RAMON, CAP. GRAL. y OLAGUER Y FELIU, VIRREY",13,-58.45686132,-34.57305993,CARGAS,PEATON,PEATON,FEMENINO,30,5,Viernes,NO,9-11.59
2018-0041,1,2018-04-27,2018,4,27,13:30:00,13,AVENIDA,LA PLATA AV.,SI,"LA PLATA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",4,-58.42281627,-34.64282424,PASAJEROS,PEATON,PEATON,FEMENINO,78,5,Viernes,NO,12-14.59
2018-0042,1,2018-04-27,2018,4,27,18:43:00,18,CALLE,BRANDSEN,SI,BRANDSEN y PERDRIEL,4,-58.38666024,-34.63953396,CARGAS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,23,5,Viernes,NO,18-21.59
2018-0043,1,2018-04-28,2018,4,28,06:30:00,6,AVENIDA,"VILARDEBO, TEODORO",SI,"VILARDEBO, TEODORO y ALVAREZ JONTE AV.",11,-58.49122843,-34.61207587,AUTO,CONDUCTOR,MOTO,MASCULINO,25,6,Sábado,SI,6-8.59
2018-0044,1,2018-04-28,2018,4,28,09:00:00,9,AVENIDA,ALBERTI,SI,ALBERTI e INDEPENDENCIA AV.,3,-58.40098306,-34.61866627,AUTO,PEATON,PEATON,FEMENINO,50,6,Sábado,SI,9-11.59
2018-0045,1,2018-04-30,2018,4,30,07:00:00,7,AVENIDA,ALVAREZ THOMAS AV.,NO,ALVAREZ THOMAS AV. 879,13,-58.45448963,-34.57916920,CARGAS,CONDUCTOR,AUTO,MASCULINO,60,1,Lunes,NO,6-8.59
2018-0046,1,2018-05-02,2018,5,2,03:15:00,3,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y RIVADAVIA AV.",9,-58.52927982,-34.63931752,AUTO,PEATON,PEATON,MASCULINO,11,3,Miércoles,NO,3-5.59
2018-0047,1,2018-05-08,2018,5,8,19:00:00,19,AVENIDA,CORRIENTES AV.,SI,CORRIENTES AV. y DORREGO AV.,15,-58.44759966,-34.59170240,PASAJEROS,PEATON,PEATON,MASCULINO,82,2,Martes,NO,18-21.59
2018-0048,1,2018-05-09,2018,5,9,10:30:00,10,AVENIDA,RIVADAVIA AV.,SI,RIVADAVIA AV. y PEDERNERA,7,-58.46411215,-34.62925068,PASAJEROS,PEATON,PEATON,MASCULINO,57,3,Miércoles,NO,9-11.59
2018-0049,1,2018-05-11,2018,5,11,19:15:00,19,CALLE,QUESADA,NO,QUESADA 2300,13,-58.46213220,-34.55395823,AUTO,PEATON,PEATON,FEMENINO,40,5,Viernes,NO,18-21.59
2018-0050,1,2018-05-14,2018,5,14,18:45:00,18,AVENIDA,CABILDO AV.,SI,CABILDO AV. y JURAMENTO AV.,13,-58.45669422,-34.56203610,PASAJEROS,PEATON,PEATON,FEMENINO,47,1,Lunes,NO,18-21.59
2018-0051,1,2018-05-15,2018,5,15,21:15:00,21,CALLE,CALIFORNIA,SI,"CALIFORNIA y CARBONARI, FRANCISCO, CMTE.",4,-58.35977160,-34.64341878,AUTO,PEATON,PEATON,FEMENINO,57,2,Martes,NO,22-23.59
2018-0052,1,2018-05-18,2018,5,18,20:30:00,20,AVENIDA,"CARRIL, SALVADOR MARIA DEL AV.",SI,"CARRIL, SALVADOR MARIA DEL AV. y NAZCA",15,-58.49820145,-34.59070093,PASAJEROS,PEATON,PEATON,MASCULINO,78,5,Viernes,NO,18-21.59
2018-0053,1,2018-05-20,2018,5,20,02:30:00,2,CALLE,SAN LUIS,SI,SAN LUIS y AGUERO,3,-58.41059280,-34.59939180,AUTO,CONDUCTOR,MOTO,MASCULINO,43,7,Domingo,SI,0-2.59
2018-0054,1,2018-05-22,2018,5,22,11:15:00,11,CALLE,LUGONES,NO,LUGONES 2430,12,-58.47969138,-34.57121563,BICICLETA,PEATON,PEATON,FEMENINO,86,2,Martes,NO,9-11.59
2018-0055,1,2018-05-29,2018,5,29,07:30:00,7,AVENIDA,INDEPENDENCIA AV.,SI,INDEPENDENCIA AV. y JUJUY AV.,3,-58.40351561,-34.61883916,AUTO,CONDUCTOR,MOTO,MASCULINO,21,2,Martes,NO,6-8.59
2018-0056,1,2018-06-02,2018,6,2,13:00:00,13,AVENIDA,RIVADAVIA AV.,NO,RIVADAVIA AV. 11050,9,-58.51973844,-34.63918987,PASAJEROS,PEATON,PEATON,FEMENINO,69,6,Sábado,SI,12-14.59
2018-0057,1,2018-06-03,2018,6,3,03:30:00,3,CALLE,COMBATE DE LOS POZOS,SI,COMBATE DE LOS POZOS y HUMBERTO 1Â°,3,-58.39311376,-34.62163006,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,33,7,Domingo,SI,3-5.59
2018-0058,1,2018-06-03,2018,6,3,06:30:00,6,AVENIDA,CORDOBA AV.,SI,CORDOBA AV. y THAMES,15,-58.43531242,-34.59082159,AUTO,CONDUCTOR,MOTO,MASCULINO,26,7,Domingo,SI,6-8.59
2018-0059,1,2018-06-08,2018,6,8,06:20:00,6,AVENIDA,"GARAY, JUAN DE AV.",SI,"GARAY, JUAN DE AV. y SANCHEZ DE LORIA",5,-58.41178165,-34.63035454,OTRO,CONDUCTOR,MOTO,MASCULINO,54,5,Viernes,NO,6-8.59
2018-0060,1,2018-06-08,2018,6,8,12:50:00,12,AVENIDA,LAVALLE,SI,"LAVALLE y ALEM, LEANDRO N. AV.",1,-58.37048800,-34.60189492,PASAJEROS,PEATON,PEATON,MASCULINO,51,5,Viernes,NO,12-14.59
2018-0061,1,2018-06-10,2018,6,10,11:15:00,11,CALLE,ESTADOS UNIDOS,SI,ESTADOS UNIDOS y PICHINCHA,3,-58.39883882,-34.61964833,MOTO,CONDUCTOR,MOTO,MASCULINO,51,7,Domingo,SI,9-11.59
2018-0062,1,2018-06-14,2018,6,14,01:00:00,1,CALLE,ROSARIO,SI,ROSARIO y BARCO CENTENERA DEL,6,-58.44110156,-34.62082399,CARGAS,PEATON,PEATON,MASCULINO,32,4,Jueves,NO,0-2.59
2018-0063,1,2018-06-16,2018,6,16,21:15:00,21,AVENIDA,"ALEM, LEANDRO N. AV.",SI,"ALEM, LEANDRO N. AV. y VIAMONTE",1,-58.37093138,-34.59952725,PASAJEROS,PEATON,PEATON,FEMENINO,28,6,Sábado,SI,22-23.59
2018-0064,1,2018-06-25,2018,6,25,01:15:00,1,AVENIDA,VARELA AV.,SI,VARELA AV. y PRIMERA JUNTA,7,-58.45855262,-34.63953253,CARGAS,CONDUCTOR,AUTO,MASCULINO,30,1,Lunes,NO,0-2.59
2018-0065,1,2018-06-26,2018,6,26,17:30:00,17,CALLE,"PELLEGRINI, CARLOS",SI,"PELLEGRINI, CARLOS y JUNCAL",1,-58.38161909,-34.59283447,CARGAS,CONDUCTOR,MOTO,MASCULINO,35,2,Martes,NO,15-17.59
2018-0066,1,2018-06-28,2018,6,28,11:00:00,11,AVENIDA,CORRIENTES AV.,SI,"CORRIENTES AV. y LACROZE, FEDERICO AV.",15,-58.45511899,-34.58698157,PASAJEROS,PEATON,PEATON,MASCULINO,73,4,Jueves,NO,9-11.59
2018-0067,1,2018-06-29,2018,6,29,16:15:00,16,AVENIDA,"MONTES DE OCA, MANUEL AV.",SI,"MONTES DE OCA, MANUEL AV. y FINOCHIETTO ENRIQUE DR.",4,-58.37724226,-34.62973033,AUTO,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,81,5,Viernes,NO,15-17.59
2018-0068,1,2018-07-01,2018,7,1,09:00:00,9,AVENIDA,CARABOBO AV.,SI,"CARABOBO AV. y ALBERDI, JUAN BAUTISTA AV.",7,-58.45546217,-34.62930339,AUTO,CONDUCTOR,MOTO,MASCULINO,21,7,Domingo,SI,9-11.59
2018-0069,1,2018-07-04,2018,7,4,21:45:00,21,AVENIDA,CORDOBA AV.,NO,CORDOBA AV. 2215,2,-58.39897064,-34.59954925,PASAJEROS,CICLISTA,BICICLETA,MASCULINO,20,3,Miércoles,NO,22-23.59
2018-0070,1,2018-07-07,2018,7,7,15:45:00,15,CALLE,ESTADOS UNIDOS,SI,"ESTADOS UNIDOS y URQUIZA, GRAL.",3,-58.40917826,-34.62126274,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,33,6,Sábado,SI,15-17.59
2018-0071,1,2018-07-10,2018,7,10,17:50:00,17,AVENIDA,MORENO,SI,"MORENO y HUERGO, ING. AV.",1,-58.36726348,-34.61099738,CARGAS,CONDUCTOR,MOTO,MASCULINO,30,2,Martes,NO,15-17.59
2018-0072,1,2018-07-11,2018,7,11,13:15:00,13,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,NO,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MONTIEL,8,-58.48267426,-34.68454456,CARGAS,CONDUCTOR,MOTO,MASCULINO,27,3,Miércoles,NO,12-14.59
2018-0073,1,2018-07-11,2018,7,11,15:45:00,15,AVENIDA,"IRIARTE, GRAL. AV.",NO,"IRIARTE, GRAL. AV. 3400",4,-58.39546165,-34.65168841,CARGAS,PEATON,PEATON,FEMENINO,67,3,Miércoles,NO,15-17.59
2018-0074,1,2018-07-14,2018,7,14,06:04:00,6,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",NO,"ALBERDI, JUAN BAUTISTA AV. 2968",7,-58.46941984,-34.63376545,CARGAS,CONDUCTOR,AUTO,MASCULINO,25,6,Sábado,SI,6-8.59
2018-0075,1,2018-07-15,2018,7,15,07:30:00,7,AVENIDA,DEL LIBERTADOR AV.,SI,DEL LIBERTADOR AV. y ORTIZ DE OCAMPO,14,-58.40367321,-34.58129246,AUTO,PEATON,PEATON,MASCULINO,23,7,Domingo,SI,6-8.59
2018-0076,1,2018-07-16,2018,7,16,09:30:00,9,CALLE,"CHAVEZ, JORGE",SI,"CHAVEZ, JORGE y PAZ, GRAL. AV.",9,-58.52932872,-34.65014993,CARGAS,CONDUCTOR,AUTO,MASCULINO,73,1,Lunes,NO,9-11.59
2018-0077,1,2018-07-16,2018,7,16,23:15:00,23,CALLE,"URQUIZA, GRAL.",SI,"URQUIZA, GRAL. y ESTADOS UNIDOS",3,-58.40917826,-34.62126274,CARGAS,CONDUCTOR,AUTO,MASCULINO,58,1,Lunes,NO,22-23.59
2018-0078,1,2018-07-21,2018,7,21,06:15:00,6,CALLE,PARAGUAY,SI,PARAGUAY y SANCHEZ DE BUSTAMANTE,2,-58.41264127,-34.59473294,AUTO,PEATON,PEATON,MASCULINO,27,6,Sábado,SI,6-8.59
2018-0079,1,2018-07-23,2018,7,23,07:15:00,7,GRAL PAZ,DE LOS CORRALES AV.,SI,"DE LOS CORRALES AV. y PAZ, GRAL. AV.",9,-58.50877521,-34.66977709,CARGAS,PEATON,PEATON,MASCULINO,30,1,Lunes,NO,6-8.59
2018-0080,1,2018-07-25,2018,7,25,22:22:00,22,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",SI,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",9,-58.51232237,-34.65903530,AUTO,PEATON,PEATON,MASCULINO,26,3,Miércoles,NO,22-23.59
2018-0081,1,2018-07-29,2018,7,29,06:30:00,6,AVENIDA,CASTANARES AV.,SI,CASTAÃ‘ARES AV. y RIVERA INDARTE AV.,7,-58.44744156,-34.64567171,MULTIPLE,PEATON,PEATON,MASCULINO,35,7,Domingo,SI,6-8.59
2018-0082,1,2018-08-01,2018,8,1,15:53:00,15,AVENIDA,LARRAZABAL,SI,"LARRAZABAL y GARZON, EUGENIO, GRAL. AV.",9,-58.49441273,-34.65869968,CARGAS,CONDUCTOR,MOTO,FEMENINO,17,3,Miércoles,NO,15-17.59
2018-0083,1,2018-08-02,2018,8,2,05:20:00,5,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.47976785,-34.69153196,CARGAS,CONDUCTOR,MOTO,MASCULINO,30,4,Jueves,NO,3-5.59
2018-0084,1,2018-08-03,2018,8,3,07:25:00,7,AVENIDA,"MOREAU DE JUSTO, ALICIA AV.",SI,"MOREAU DE JUSTO, ALICIA AV. y COCHABAMBA",1,-58.36523349,-34.62260331,CARGAS,PEATON,PEATON,MASCULINO,45,5,Viernes,NO,6-8.59
2018-0085,2,2018-08-03,2018,8,3,18:16:00,18,AVENIDA,ENTRE RIOS AV.,SI,"ENTRE RIOS AV. y GARAY, JUAN DE AV.",3,-58.39118948,-34.62704273,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,22,5,Viernes,NO,18-21.59
2018-0085,2,2018-08-03,2018,8,3,18:16:00,18,AVENIDA,ENTRE RIOS AV.,SI,"ENTRE RIOS AV. y GARAY, JUAN DE AV.",3,-58.39118948,-34.62704273,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,30,5,Viernes,NO,18-21.59
2018-0086,1,2018-08-10,2018,8,10,21:44:00,21,AVENIDA,DIRECTORIO AV.,SI,DIRECTORIO AV. y GUARDIA NACIONAL,9,-58.49019551,-34.65015854,PASAJEROS,PEATON,PEATON,MASCULINO,40,5,Viernes,NO,22-23.59
2018-0087,1,2018-08-15,2018,8,15,19:20:00,19,AVENIDA,PAVON AV.,SI,PAVON AV. y COLOMBRES,5,-58.41644362,-34.63023775,PASAJEROS,PEATON,PEATON,MASCULINO,75,3,Miércoles,NO,18-21.59
2018-0088,1,2018-08-17,2018,8,17,16:36:00,16,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.50073810,-34.54979510,CARGAS,CONDUCTOR,MOTO,MASCULINO,30,5,Viernes,NO,15-17.59
2018-0089,1,2018-08-17,2018,8,17,17:56:00,17,AVENIDA,PICHINCHA AV.,SI,PICHINCHA AV. y BRASIL,4,-58.39626094,-34.63036565,PASAJEROS,PEATON,PEATON,MASCULINO,80,5,Viernes,NO,15-17.59
2018-0090,1,2018-08-18,2018,8,18,10:34:00,10,AVENIDA,27 DE FEBRERO AV.,SI,27 DE FEBRERO AV. y PERGAMINO,8,-58.43284809,-34.67051543,AUTO,CONDUCTOR,MOTO,MASCULINO,27,6,Sábado,SI,9-11.59
2018-0091,1,2018-08-19,2018,8,19,18:47:00,18,AUTOPISTA,AUTOPISTA PERITO MORENO,SI,AUTOPISTA PERITO MORENO y BARRAGAN,9,-58.52280139,-34.63659934,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,23,7,Domingo,SI,18-21.59
2018-0092,1,2018-08-20,2018,8,20,08:20:00,8,AVENIDA,CORDOBA AV.,SI,CORDOBA AV. y GASCON,14,-58.42336930,-34.59774487,AUTO,CONDUCTOR,MOTO,MASCULINO,23,1,Lunes,NO,6-8.59
2018-0093,1,2018-08-20,2018,8,20,08:41:00,8,CALLE,15 DE NOVIEMBRE DE 1889,NO,15 DE NOVIEMBRE DE 1889 1513,1,-58.38691681,-34.63105973,PASAJEROS,PEATON,PEATON,MASCULINO,24,1,Lunes,NO,6-8.59
2018-0094,1,2018-08-23,2018,8,23,05:35:00,5,CALLE,"SALGUERO, JERONIMO",SI,"SALGUERO, JERONIMO y BERUTI",14,-58.41169020,-34.58579880,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,32,4,Jueves,NO,3-5.59
2018-0095,1,2018-08-26,2018,8,26,00:59:00,0,AVENIDA,LACARRA AV.,SI,"LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.",9,-58.46739825,-34.65117757,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,49,7,Domingo,SI,0-2.59
2018-0096,1,2018-08-31,2018,8,31,22:20:00,22,AUTOPISTA,AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA,SI,"AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y ROCA, CNEL. AV.",8,-58.44483258,-34.67152226,AUTO,PEATON,PEATON,MASCULINO,39,5,Viernes,NO,22-23.59
2018-0097,1,2018-09-02,2018,9,2,10:50:00,10,AVENIDA,VARELA AV.,SI,"VARELA AV. y RABANAL, FRANCISCO, INTENDENTE AV.",8,-58.43254025,-34.66128115,OTRO,CONDUCTOR,AUTO,FEMENINO,35,7,Domingo,SI,9-11.59
2018-0098,2,2018-09-09,2018,9,9,05:00:00,5,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y BERON DE ASTRADA",8,-58.47199387,-34.69640164,AUTO,CONDUCTOR,AUTO,MASCULINO,55,7,Domingo,SI,3-5.59
2018-0098,2,2018-09-09,2018,9,9,05:00:00,5,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y BERON DE ASTRADA",8,-58.47199387,-34.69640164,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,54,7,Domingo,SI,3-5.59
2018-0099,1,2018-09-12,2018,9,12,14:25:00,14,AVENIDA,RIVADAVIA AV.,SI,RIVADAVIA AV. y PEDERNERA,7,-58.46411215,-34.62925068,PASAJEROS,PEATON,PEATON,MASCULINO,18,3,Miércoles,NO,12-14.59
2018-0100,1,2018-09-20,2018,9,20,10:30:00,10,AVENIDA,"RAWSON DE DELLEPIANE, ELVIRA AV.",NO,"RAWSON DE DELLEPIANE, ELVIRA AV. 150",1,-58.36217754,-34.62367156,AUTO,CONDUCTOR,MOTO,FEMENINO,33,4,Jueves,NO,9-11.59
2018-0101,1,2018-09-21,2018,9,21,00:15:00,0,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y ZAPIOLA",12,-58.48098594,-34.54073130,MULTIPLE,CONDUCTOR,AUTO,MASCULINO,30,5,Viernes,NO,0-2.59
